#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight LHCP (Port 2) (1) [Real Part]"
#-----------------------------------------------------------
4.6000000000000	8.4968681349328
4.6700000000000	4.2554525243894
4.7400000000000	6.7049279598343
4.8100000000000	7.5793080070743
4.8800000000000	6.6767994539708
4.9500000000000	7.3846682988589
5.0200000000000	8.4425444288316
5.0900000000000	7.9124944897205
5.1600000000000	5.9249121172107
5.2300000000000	6.8215854298527
5.3000000000000	7.9059180927261
5.3700000000000	7.8331099413741
5.4400000000000	7.2249326560280
5.5100000000000	6.8186818448766
5.5800000000000	6.3874908907782
5.6500000000000	7.1288961111587
5.7200000000000	7.5652514494509
5.7900000000000	7.4378949471782
5.8600000000000	7.4918822648829
5.9300000000000	7.0086476472298
6.0000000000000	6.5173372649346
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=8; probe2Diameter=1.3; probe2Distance=0; probe2Length=8; probeLength=8; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight LHCP (Port 2) (32) [Real Part]"
#------------------------------------------------------------
4.6000000000000	8.2766772025826
4.6700000000000	4.5610818351386
4.7400000000000	7.7736539820020
4.8100000000000	7.9445189158515
4.8800000000000	6.3377860697049
4.9500000000000	7.3378630409464
5.0200000000000	8.3434882565991
5.0900000000000	7.6910611423922
5.1600000000000	5.7425940445145
5.2300000000000	6.5873352829561
5.3000000000000	7.6459436977230
5.3700000000000	7.3530198260790
5.4400000000000	6.5090688537413
5.5100000000000	6.5689716819645
5.5800000000000	6.1915061362916
5.6500000000000	6.9386219111955
5.7200000000000	7.0682360410600
5.7900000000000	6.8109464048612
5.8600000000000	7.1272231508245
5.9300000000000	6.8872743868685
6.0000000000000	6.0985853088734
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=8.5; probe2Diameter=1.3; probe2Distance=0; probe2Length=8.5; probeLength=8.5; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight LHCP (Port 2) (33) [Real Part]"
#------------------------------------------------------------
4.6000000000000	8.3419775883976
4.6700000000000	4.5511951498011
4.7400000000000	7.7214520879980
4.8100000000000	7.9408438867395
4.8800000000000	6.3801250865386
4.9500000000000	7.3589549064183
5.0200000000000	8.3383395588157
5.0900000000000	7.7121198836340
5.1600000000000	5.7837791653228
5.2300000000000	6.6035162456006
5.3000000000000	7.6638982127318
5.3700000000000	7.3892540872205
5.4400000000000	6.5902566073389
5.5100000000000	6.6188985555540
