#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=64; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight LHCP (Port 2) (77) [Real Part]"
#------------------------------------------------------------
4.6000000000000	5.5514202691477
4.6700000000000	5.7609760529817
4.7400000000000	8.2854987309096
4.8100000000000	7.8968439073485
4.8800000000000	7.1967873938688
4.9500000000000	7.3596961644286
5.0200000000000	6.8062271873229
5.0900000000000	6.6756122723646
5.1600000000000	7.3583653815448
5.2300000000000	7.3709025353493
5.3000000000000	6.3884675803338
5.3700000000000	5.2985562667503
5.4400000000000	5.2899814708432
5.5100000000000	5.6294976865748
5.5800000000000	6.2110257394061
5.6500000000000	6.7878280595744
5.7200000000000	7.1630305731572
5.7900000000000	7.2574400905413
5.8600000000000	7.0264731159385
5.9300000000000	6.3965028212659
6.0000000000000	5.3101434135667
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=66; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight LHCP (Port 2) (78) [Real Part]"
#------------------------------------------------------------
4.6000000000000	5.6654795742525
4.6700000000000	5.7720961866917
4.7400000000000	8.2746555367827
4.8100000000000	7.8481423009887
4.8800000000000	7.3439457080052
4.9500000000000	7.5472668618886
5.0200000000000	6.8456581633400
5.0900000000000	6.8058685407091
5.1600000000000	7.4112369226655
5.2300000000000	7.1760640579869
5.3000000000000	5.9845546314413
5.3700000000000	5.3036766292852
5.4400000000000	5.4849625335113
5.5100000000000	5.8857226679529
5.5800000000000	6.4769490942083
5.6500000000000	7.0209192529771
5.7200000000000	7.3150519208893
5.7900000000000	7.2918445637575
5.8600000000000	6.8396116106819
5.9300000000000	5.8637142320475
6.0000000000000	5.1782377190024
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=68; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight LHCP (Port 2) (79) [Real Part]"
#------------------------------------------------------------
4.6000000000000	5.7898975404021
4.6700000000000	5.7819589008756
4.7400000000000	8.2517022486426
4.8100000000000	7.8112504830161
4.8800000000000	7.5291469008892
4.9500000000000	7.6900441405980
5.0200000000000	6.8676926421604
5.0900000000000	6.9088375242519
5.1600000000000	7.4080836218524
5.2300000000000	6.8783660447868
5.3000000000000	5.6777533331093
5.3700000000000	5.4472483727893
5.4400000000000	5.6929291844852
5.5100000000000	6.1465121260000
5.5800000000000	6.7450750749342
5.6500000000000	7.2249839136272
5.7200000000000	7.4233174677878
5.7900000000000	7.2310507615064
5.8600000000000	6.4628305849308
5.9300000000000	5.3717098066688
6.0000000000000	5.2691033731830
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=70; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight LHCP (Port 2) (80) [Real Part]"
#------------------------------------------------------------
4.6000000000000	5.8139189231836
4.6700000000000	5.8759786915988
4.7400000000000	8.1869153952797
4.8100000000000	7.7841426680550
4.8800000000000	7.7261751657234
4.9500000000000	7.7680880064536
5.0200000000000	6.8731198412012
5.0900000000000	6.9835081469077
5.1600000000000	7.3443146121613
5.2300000000000	6.5368606443872
5.3000000000000	5.5637864586892
5.3700000000000	5.6681569762336
5.4400000000000	5.9137909355724
5.5100000000000	6.4171250270679
5.5800000000000	6.9937448483306
5.6500000000000	7.3995289400867
5.7200000000000	7.4541893199882
5.7900000000000	7.0250114383848
5.8600000000000	5.9409118306456
5.9300000000000	5.1163972299069
6.0000000000000	5.5076537630660
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=72; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight LHCP (Port 2) (81) [Real Part]"
#------------------------------------------------------------
4.6000000000000	5.9195182711570
4.6700000000000	5.9228801185660
4.7400000000000	8.1146599539947
4.8100000000000	7.7772783356107
4.8800000000000	7.8944341270298
4.9500000000000	7.8206522945775
5.0200000000000	6.8553851946193
5.0900000000000	7.0387603249785
5.1600000000000	7.2065475826098
5.2300000000000	6.2009648860972
5.3000000000000	5.6354607916495
5.3700000000000	5.8987793784174
5.4400000000000	6.1452570421196
5.5100000000000	6.6760062745568
5.5800000000000	7.2264314237613
5.6500000000000	7.5127431793403
5.7200000000000	7.3971544190150
5.7900000000000	6.6052169689167
5.8600000000000	5.4751826059574
5.9300000000000	5.1282546349481
6.0000000000000	5.8353487385444
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=74; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight LHCP (Port 2) (82) [Real Part]"
#------------------------------------------------------------
4.6000000000000	6.1297877530018
4.6700000000000	5.8553814556535
4.7400000000000	8.0767880888961
4.8100000000000	7.7470906335656
4.8800000000000	8.0382594064793
4.9500000000000	7.8368941571268
5.0200000000000	6.8208101735013
5.0900000000000	7.0724784538064
5.1600000000000	7.0172631421381
5.2300000000000	5.9629544037473
5.3000000000000	5.8561891421633
5.3700000000000	6.1159270354529
5.4400000000000	6.3854096531564
5.5100000000000	6.9203861736010
5.5800000000000	7.4129579682548
5.6500000000000	7.5626282406572
5.7200000000000	7.1823261513841
5.7900000000000	6.0477367108293
5.8600000000000	5.2441605952059
5.9300000000000	5.3181684067148
6.0000000000000	6.1353856739653
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=76; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight LHCP (Port 2) (83) [Real Part]"
#------------------------------------------------------------
4.6000000000000	6.2599944620606
4.6700000000000	5.8438468331388
4.7400000000000	8.0406877649908
4.8100000000000	7.6800861267203
4.8800000000000	8.1829776475852
4.9500000000000	7.8337862849390
5.0200000000000	6.7504731859955
5.0900000000000	7.1002125112020
5.1600000000000	6.7753806829377
5.2300000000000	5.8807634138590
5.3000000000000	6.1245472582346
5.3700000000000	6.3319467613294
5.4400000000000	6.6135394425305
5.5100000000000	7.1435996964150
5.5800000000000	7.5430267231197
5.6500000000000	7.5178744569209
5.7200000000000	6.7919931778709
5.7900000000000	5.4496295898109
5.8600000000000	5.3284809298781
5.9300000000000	5.6630099679902
6.0000000000000	6.3190809650354
