#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight LHCP (Port 2) (1) [Real Part]"
#-----------------------------------------------------------
4.6000000000000	8.4968681349328
4.6700000000000	4.2554525243894
4.7400000000000	6.7049279598343
4.8100000000000	7.5793080070743
4.8800000000000	6.6767994539708
4.9500000000000	7.3846682988589
5.0200000000000	8.4425444288316
5.0900000000000	7.9124944897205
5.1600000000000	5.9249121172107
5.2300000000000	6.8215854298527
5.3000000000000	7.9059180927261
5.3700000000000	7.8331099413741
5.4400000000000	7.2249326560280
5.5100000000000	6.8186818448766
5.5800000000000	6.3874908907782
5.6500000000000	7.1288961111587
5.7200000000000	7.5652514494509
5.7900000000000	7.4378949471782
5.8600000000000	7.4918822648829
5.9300000000000	7.0086476472298
6.0000000000000	6.5173372649346
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=14; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight LHCP (Port 2) (12) [Real Part]"
#------------------------------------------------------------
4.6000000000000	4.8937109149177
4.6700000000000	6.0455164906931
4.7400000000000	6.7522685749502
4.8100000000000	4.7170175150788
4.8800000000000	4.2394438326162
4.9500000000000	5.8640789481479
5.0200000000000	6.4977527379322
5.0900000000000	5.8752266193391
5.1600000000000	4.1424808219420
5.2300000000000	4.9431117151149
5.3000000000000	5.8681577725517
5.3700000000000	6.0542578558340
5.4400000000000	5.4666567323267
5.5100000000000	3.8233145484063
5.5800000000000	4.0619656801859
5.6500000000000	5.8347262549591
5.7200000000000	6.6778672645315
5.7900000000000	6.6974767275048
5.8600000000000	5.9006695390325
5.9300000000000	4.1261830192288
6.0000000000000	3.6205323340326
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=16; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight LHCP (Port 2) (13) [Real Part]"
#------------------------------------------------------------
4.6000000000000	7.7769474195646
4.6700000000000	5.6625974500442
4.7400000000000	7.0133276989556
4.8100000000000	6.0850070111426
4.8800000000000	5.3838712268546
4.9500000000000	5.5565713778752
5.0200000000000	6.7497664509867
5.0900000000000	6.6365429245088
5.1600000000000	5.1902041204441
5.2300000000000	5.2452610992479
5.3000000000000	5.8892830924927
5.3700000000000	6.3819178648436
5.4400000000000	6.1005858905277
5.5100000000000	4.6838511581168
