#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight RHCP (Port 1) (1) [Real Part]"
#-----------------------------------------------------------
4.6000000000000	8.4968680206012
4.6700000000000	4.2554532870936
4.7400000000000	6.7049255158515
4.8100000000000	7.5793079106769
4.8800000000000	6.6768002055425
4.9500000000000	7.3846708630197
5.0200000000000	8.4425433153874
5.0900000000000	7.9124941022486
5.1600000000000	5.9249102756982
5.2300000000000	6.8215887831982
5.3000000000000	7.9059179747997
5.3700000000000	7.8331061582084
5.4400000000000	7.2249315177528
5.5100000000000	6.8186819745390
5.5800000000000	6.3874891210839
5.6500000000000	7.1288972634381
5.7200000000000	7.5652558404842
5.7900000000000	7.4378944224311
5.8600000000000	7.4918846756299
5.9300000000000	7.0086475060556
6.0000000000000	6.5173389128358
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=5; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight RHCP (Port 1) (72) [Real Part]"
#------------------------------------------------------------
4.6000000000000	8.7171224771683
4.6700000000000	5.4250273790993
4.7400000000000	5.1678829626117
4.8100000000000	8.1359434663557
4.8800000000000	8.4055277037732
4.9500000000000	6.4165437867380
5.0200000000000	6.6937790822503
5.0900000000000	7.5702731793973
5.1600000000000	7.7706198999607
5.2300000000000	7.1414864418416
5.3000000000000	7.3906061765817
5.3700000000000	7.3239844425106
5.4400000000000	6.7752618841230
5.5100000000000	6.9248619593572
5.5800000000000	7.0707228521351
5.6500000000000	7.3265881094743
5.7200000000000	7.6446052400755
5.7900000000000	7.5478187482795
5.8600000000000	6.9652188660568
5.9300000000000	5.9967529565579
6.0000000000000	6.1331457054213
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=10; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight RHCP (Port 1) (73) [Real Part]"
#------------------------------------------------------------
4.6000000000000	8.7938514979933
4.6700000000000	5.5056894097009
4.7400000000000	5.5474147615258
4.8100000000000	8.1554718196055
4.8800000000000	8.3486339910914
4.9500000000000	5.8134890886173
5.0200000000000	6.8240548856154
5.0900000000000	8.0468923936454
5.1600000000000	7.7162918527281
5.2300000000000	6.9629872268109
5.3000000000000	7.3356926152024
5.3700000000000	7.1348732385015
5.4400000000000	7.1580298947472
5.5100000000000	7.0751266013439
5.5800000000000	7.0277445879707
5.6500000000000	7.4901764506635
5.7200000000000	7.6202160981036
5.7900000000000	7.1520736955287
5.8600000000000	6.7055333009031
5.9300000000000	6.3133038476021
6.0000000000000	6.5944248374709
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=15; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight RHCP (Port 1) (74) [Real Part]"
#------------------------------------------------------------
4.6000000000000	8.7524507431438
4.6700000000000	5.2971351689653
4.7400000000000	6.1647865690879
4.8100000000000	8.0296838810581
4.8800000000000	8.1319598676310
4.9500000000000	5.1956661075988
5.0200000000000	7.5152309801425
5.0900000000000	8.2949353111357
5.1600000000000	7.4466768589887
5.2300000000000	6.7961918347720
5.3000000000000	7.0585048613449
5.3700000000000	7.3808913429087
5.4400000000000	7.4672226177193
5.5100000000000	7.0073052671735
5.5800000000000	7.0579065206283
5.6500000000000	7.4597253335441
5.7200000000000	7.2261161437276
5.7900000000000	6.9787263977249
5.8600000000000	6.9979958951652
5.9300000000000	6.6266707817442
6.0000000000000	6.9870447888975
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=20; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight RHCP (Port 1) (75) [Real Part]"
#------------------------------------------------------------
4.6000000000000	8.6417599184819
4.6700000000000	4.7153398257785
4.7400000000000	6.5966127722879
4.8100000000000	7.8953031608242
4.8800000000000	7.7631271082056
4.9500000000000	5.4201874829151
5.0200000000000	8.0924298691680
5.0900000000000	8.3607624682113
5.1600000000000	7.0351867067825
5.2300000000000	6.5096079571225
5.3000000000000	7.1601097597966
5.3700000000000	7.7561317794000
5.4400000000000	7.5262871902673
5.5100000000000	6.9177299467032
5.5800000000000	7.0738500858212
5.6500000000000	7.0817810425495
5.7200000000000	7.0917153561211
5.7900000000000	7.2732119249405
5.8600000000000	7.2000543029359
5.9300000000000	6.7673706088055
6.0000000000000	7.2509423558613
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=25; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight RHCP (Port 1) (76) [Real Part]"
#------------------------------------------------------------
4.6000000000000	8.5501132949574
4.6700000000000	4.1175661274706
4.7400000000000	6.6736738134792
4.8100000000000	7.7318345333144
4.8800000000000	7.1588631733767
4.9500000000000	6.5561593576209
5.0200000000000	8.3902840495586
5.0900000000000	8.2428359643955
5.1600000000000	6.5402976216572
5.2300000000000	6.3139852417801
5.3000000000000	7.6181561608507
5.3700000000000	7.9030169156496
5.4400000000000	7.3969272881045
5.5100000000000	6.8943481647024
5.5800000000000	6.8222186671866
