#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight LHCP (Port 1) (1) [Real Part]"
#-----------------------------------------------------------
4.6000000000000	-4.8910328294702
4.6700000000000	4.4317605012478
4.7400000000000	3.9562464655548
4.8100000000000	1.2925255883290
4.8800000000000	-5.2371294757577
4.9500000000000	-6.0467047054007
5.0200000000000	-10.105603154798
5.0900000000000	-12.130155177186
5.1600000000000	-7.2236165826208
5.2300000000000	-16.500107721672
5.3000000000000	-19.733894986228
5.3700000000000	-10.034475284472
5.4400000000000	-7.0298516074052
5.5100000000000	-9.2180009533418
5.5800000000000	-34.329141432345
5.6500000000000	-7.6080795222937
5.7200000000000	-4.3962639712586
5.7900000000000	-3.8485739393126
5.8600000000000	-4.5582242135617
5.9300000000000	-8.8801577740693
6.0000000000000	-26.537947421661
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=5; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight LHCP (Port 1) (72) [Real Part]"
#------------------------------------------------------------
4.6000000000000	-4.3522688842101
4.6700000000000	5.8544732524581
4.7400000000000	2.8404385807472
4.8100000000000	-1.2730396228896
4.8800000000000	-5.9240602258249
4.9500000000000	-2.5501716714861
5.0200000000000	-2.5176963604613
5.0900000000000	-10.804226037020
5.1600000000000	-15.510290904114
5.2300000000000	-8.0988690827946
5.3000000000000	-9.0152451275134
5.3700000000000	-15.612215967595
5.4400000000000	-15.674966816302
5.5100000000000	-6.6323912083109
5.5800000000000	-4.4115810502473
5.6500000000000	-5.0292879396014
5.7200000000000	-7.9542128667163
5.7900000000000	-14.340206604466
5.8600000000000	-18.640877231126
5.9300000000000	-9.9217873568042
6.0000000000000	-5.2128781701483
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=24; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=10; polarizerLength=134; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight LHCP (Port 1) (73) [Real Part]"
#------------------------------------------------------------
4.6000000000000	-5.2860119031830
4.6700000000000	5.7210955081081
4.7400000000000	2.2558030649734
4.8100000000000	-0.15781418301897
4.8800000000000	-5.0262095965062
