#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=23; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=126; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Theta / deg"	"Gain (port 1) []"
#--------------------------------
-180.00000000000	-7.0494665103647
-175.00000000000	-9.6725349517693
-170.00000000000	-6.6802823829916
-165.00000000000	-5.2476750589150
-160.00000000000	-7.7933151955206
-155.00000000000	-21.254880885886
-150.00000000000	-12.680636609695
-145.00000000000	-10.068964432692
-140.00000000000	-12.049302981670
-135.00000000000	-9.7867933384602
-130.00000000000	-10.725900180422
-125.00000000000	-11.725200738356
-120.00000000000	-12.026312189184
-115.00000000000	-11.378963776590
-110.00000000000	-10.447945136762
-105.00000000000	-9.1384427998046
-100.00000000000	-8.5449200585331
-95.000000000000	-8.0885332376142
-90.000000000000	-7.5308844107345
-85.000000000000	-7.2923417317055
-80.000000000000	-6.0688027020995
-75.000000000000	-5.5521695131901
-70.000000000000	-4.2307764775901
-65.000000000000	-3.8701949753568
-60.000000000000	-3.2532729466964
-55.000000000000	-2.3848706518510
-50.000000000000	-0.89250859564536
-45.000000000000	1.7641143504804
-40.000000000000	4.5857104075928
-35.000000000000	6.8986324859760
-30.000000000000	8.5721918278325
-25.000000000000	9.4986997433401
-20.000000000000	9.6394990925905
-15.000000000000	9.2641496843247
-10.000000000000	9.2751365602122
-5.0000000000000	10.537250584928
0.0000000000000	12.359276453036
5.0000000000000	13.740111407741
10.000000000000	14.313594903512
15.000000000000	14.012533703408
20.000000000000	12.826876165063
25.000000000000	10.746072725415
30.000000000000	7.8377448106640
35.000000000000	4.5552040954861
40.000000000000	2.1590817978960
45.000000000000	1.4452795826800
50.000000000000	1.2744079829913
55.000000000000	1.1050134749785
