#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=23; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=126; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight LHCP (Port 1) [Real Part]"
#-------------------------------------------------------
4.5000000000000	-4.6267959072033
4.5750000000000	4.4959504027669
4.6500000000000	10.693224905499
4.7250000000000	6.6839485845117
4.8000000000000	1.4315051855424
4.8750000000000	-14.449024072463
4.9500000000000	-5.9754608555524
5.0250000000000	-8.6140127449729
5.1000000000000	-2.1774750353615
5.1750000000000	-1.4892744956180
5.2500000000000	-16.726584447045
5.3250000000000	-2.6278900026992
5.4000000000000	0.86797586078196
5.4750000000000	2.2332751769003
5.5500000000000	-0.44599690592754
5.6250000000000	-12.174832051449
5.7000000000000	0.26811213501758
5.7750000000000	3.7917233244932
5.8500000000000	4.0141395519849
5.9250000000000	1.1656964506506
6.0000000000000	-6.2641558356775
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=23; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=126; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight LHCP (Port 2) [Real Part]"
#-------------------------------------------------------
4.5000000000000	14.655618568642
4.5750000000000	14.465945894908
4.6500000000000	10.839681115414
4.7250000000000	13.880962352849
4.8000000000000	14.433386873958
4.8750000000000	13.087308204934
4.9500000000000	12.754424581132
5.0250000000000	13.967209181822
5.1000000000000	13.631876299795
5.1750000000000	12.382846834511
5.2500000000000	12.330244398935
5.3250000000000	13.349374000631
5.4000000000000	13.609621270585
5.4750000000000	13.026555444549
5.5500000000000	12.554722605116
5.6250000000000	12.206967422957
5.7000000000000	11.708047558055
5.7750000000000	12.365062400430
5.8500000000000	12.355426978829
5.9250000000000	12.292349886942
6.0000000000000	11.920236746707
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=23; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=126; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight RHCP (Port 1) [Real Part]"
#-------------------------------------------------------
4.5000000000000	14.655615685196
4.5750000000000	14.465941559066
4.6500000000000	10.839680186307
4.7250000000000	13.880969988179
4.8000000000000	14.433385375163
4.8750000000000	13.087308496626
4.9500000000000	12.754423336598
5.0250000000000	13.967208686619
5.1000000000000	13.631878199196
5.1750000000000	12.382849208986
5.2500000000000	12.330246429159
5.3250000000000	13.349373565953
5.4000000000000	13.609620583927
5.4750000000000	13.026552384944
5.5500000000000	12.554719851425
5.6250000000000	12.206963154563
5.7000000000000	11.708038770812
5.7750000000000	12.365055541763
5.8500000000000	12.355426464781
5.9250000000000	12.292347087299
6.0000000000000	11.920243993245
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=23; connectorLength=10; drillingHoleDiameter=4.1; feedLength=60; flareDiameter=130; flareLength=70; gratingDistance=0; gratingGap=1.90274; outletLength=30; polarizerLength=126; probe1Diameter=1.3; probe1Distance=14; probe1Length=12; probe2Diameter=1.3; probe2Distance=0; probe2Length=12; probeLength=12; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=25; wireDiameter=1.17699}
#"Frequency / GHz"	"Boresight RHCP (Port 2) [Real Part]"
#-------------------------------------------------------
4.5000000000000	-4.6267954650965
4.5750000000000	4.4959510212166
4.6500000000000	10.693217240441
4.7250000000000	6.6839351134590
4.8000000000000	1.4314721611720
4.8750000000000	-14.448978532317
4.9500000000000	-5.9755831591341
5.0250000000000	-8.6139647572990
5.1000000000000	-2.1774106703157
5.1750000000000	-1.4892037430820
5.2500000000000	-16.726066144384
5.3250000000000	-2.6278386544485
5.4000000000000	0.86803756740745
5.4750000000000	2.2333292758781
5.5500000000000	-0.44591684200538
5.6250000000000	-12.174741669681
5.7000000000000	0.26807071662903
5.7750000000000	3.7917257438682
5.8500000000000	4.0141450355966
5.9250000000000	1.1657091973899
6.0000000000000	-6.2641874513630
