#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=23; connectorLength=10; drillingHoleDiameter=4.1; feedLength=130; flareDiameter=130; flareLength=70; gratingDistance=60.81; gratingGap=5.2; outletLength=30; polarizerLength=126; probe1Diameter=1.3; probe1Distance=15.62; probe1Length=12.32; probe2Diameter=1.3; probe2Distance=11.81; probe2Length=12.71; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=9; wireDiameter=2}
#"Frequency / GHz"	"Boresight LHCP (Port 1) [Real Part]"
#-------------------------------------------------------
4.7000000000000	1.8156083549463
4.7500000000000	-9.1274719178508
4.8000000000000	-8.4655146657847
4.8500000000000	-2.5745685987739
4.9000000000000	-4.5232551794249
4.9500000000000	-3.8510772291780
5.0000000000000	-4.0241737199334
5.0500000000000	-5.5529127050231
5.1000000000000	-7.4918622083983
5.1500000000000	-10.015606221705
5.2000000000000	-9.1039379134767
5.2500000000000	-6.8378040023225
5.3000000000000	-6.0980117281086
5.3500000000000	-5.0436383278727
5.4000000000000	-3.4770043066298
5.4500000000000	-2.6703777290512
5.5000000000000	-2.2874217563223
5.5500000000000	-1.8524642246978
5.6000000000000	-2.2597732612003
5.6500000000000	-4.5163263774453
5.7000000000000	-10.291915279318
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=23; connectorLength=10; drillingHoleDiameter=4.1; feedLength=130; flareDiameter=130; flareLength=70; gratingDistance=60.81; gratingGap=5.2; outletLength=30; polarizerLength=126; probe1Diameter=1.3; probe1Distance=15.62; probe1Length=12.32; probe2Diameter=1.3; probe2Distance=11.81; probe2Length=12.71; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=9; wireDiameter=2}
#"Frequency / GHz"	"Boresight LHCP (Port 2) [Real Part]"
#-------------------------------------------------------
4.7000000000000	7.0473251724225
4.7500000000000	13.684386114498
4.8000000000000	14.129748588412
4.8500000000000	13.815312335237
4.9000000000000	12.034442959326
4.9500000000000	11.337071545457
5.0000000000000	13.330040232168
5.0500000000000	13.856927151543
5.1000000000000	13.691348586405
5.1500000000000	13.049699287449
5.2000000000000	12.071254786571
5.2500000000000	12.239335850525
5.3000000000000	13.228917729205
5.3500000000000	13.559089065253
5.4000000000000	13.394481511836
5.4500000000000	13.430917149967
5.5000000000000	13.294474693600
5.5500000000000	12.727883563103
5.6000000000000	12.470872740790
5.6500000000000	12.663332504171
5.7000000000000	12.635575642650
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=23; connectorLength=10; drillingHoleDiameter=4.1; feedLength=130; flareDiameter=130; flareLength=70; gratingDistance=60.81; gratingGap=5.2; outletLength=30; polarizerLength=126; probe1Diameter=1.3; probe1Distance=15.62; probe1Length=12.32; probe2Diameter=1.3; probe2Distance=11.81; probe2Length=12.71; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=9; wireDiameter=2}
#"Frequency / GHz"	"Boresight RHCP (Port 1) [Real Part]"
#-------------------------------------------------------
4.7000000000000	13.086059248916
4.7500000000000	14.287761273590
4.8000000000000	14.163762825742
4.8500000000000	12.508981628504
4.9000000000000	12.369447103892
4.9500000000000	13.673600237704
5.0000000000000	13.783664608331
5.0500000000000	13.350422971958
5.1000000000000	12.112816906327
5.1500000000000	12.468059717922
5.2000000000000	13.632246158992
5.2500000000000	14.017972908273
5.3000000000000	14.013572919166
5.3500000000000	13.209862662418
5.4000000000000	11.485294262557
5.4500000000000	12.085565921328
5.5000000000000	13.257371671168
5.5500000000000	13.592117470336
5.6000000000000	13.581537001786
5.6500000000000	13.385143662450
5.7000000000000	12.572189494622
#Parameters = {airCoaxOuterDiameter=3; chamferAngle=45; chamferWidth=23; connectorLength=10; drillingHoleDiameter=4.1; feedLength=130; flareDiameter=130; flareLength=70; gratingDistance=60.81; gratingGap=5.2; outletLength=30; polarizerLength=126; probe1Diameter=1.3; probe1Distance=15.62; probe1Length=12.32; probe2Diameter=1.3; probe2Distance=11.81; probe2Length=12.71; smaInnerDiameter=1.3; smaOuterDiameter=4.1; transitionCoefficient=1.33; waveguideFeedLength=30; waveguideSide=50; waveguideThickness=3; wireCount=9; wireDiameter=2}
#"Frequency / GHz"	"Boresight RHCP (Port 2) [Real Part]"
#-------------------------------------------------------
4.7000000000000	8.6660555281914
4.7500000000000	-3.1185190961833
4.8000000000000	-12.279814476327
4.8500000000000	-3.5250863861662
4.9000000000000	-6.0308936222782
4.9500000000000	-5.8178119707185
5.0000000000000	-4.2346465661817
5.0500000000000	-4.9455255131087
5.1000000000000	-6.5572620573014
5.1500000000000	-9.0660424427796
5.2000000000000	-8.5325565973939
5.2500000000000	-7.7489617697628
5.3000000000000	-5.3249822979556
5.3500000000000	-1.3048587157601
5.4000000000000	1.7796835303037
5.4500000000000	2.0575427281517
5.5000000000000	0.10687919019083
5.5500000000000	-4.9947338669610
5.6000000000000	-28.671692415195
5.6500000000000	-4.4841887926279
5.7000000000000	-0.11286380209112
